chr	pos	pG0	mlp	W	kappa	tau	Qvalue
1	2164823	1.39217096766618e-06	5.85630742725807	5.12011922303652	0	5.12011922303652	0.0168674698795182
1	10759741	0.000157437098916766	3.80289292155532	3.64296838361346	0	3.64296838361346	0.0982078853046595
1	11834709	1.79025126520315e-06	5.74708601067762	5.45379886917885	0	5.45379886917885	0.0123076923076924
1	27169200	3.55755351065399e-08	7.44884855878915	6.81585366149309	0	6.81585366149309	0.00416666666666665
1	57015668	4.35421238954664e-09	8.36109039078449	3.99020630127503	0	3.99020630127503	0.0606060606060606
1	62159403	9.32900539921962e-05	4.03016465557351	3.77496718402029	0	3.77496718402029	0.0783673469387756
1	82616058	1.60639571743968e-05	4.79414746233811	4.50751372399224	0	4.50751372399224	0.0285714285714285
1	89361767	5.56350827433701e-12	11.25465126171	4.85715013492556	0	4.85715013492556	0.0185567010309278
1	112973936	0.000110107476064969	3.95818319234947	3.65456761673131	0	3.65456761673131	0.0974169741697417
1	113042822	7.45875212026518e-18	17.1273338256929	13.0788238108397	0	13.0788238108397	0.00416666666666665
1	113240376	0.000108656199857114	3.96394548805571	3.70884311124849	0	3.70884311124849	0.09453125
1	113248791	6.98423093979165e-09	8.15588140873276	4.4792967162902	0	4.4792967162902	0.0308943089430895
1	113265881	3.93683615776828e-05	4.4048526591894	3.97965154505582	0	3.97965154505582	0.0616915422885571
1	115818591	8.52455082293763e-06	5.0693284956503	4.68232359129296	0	4.68232359129296	0.0283018867924529
1	115871635	4.36774939136934e-05	4.35974228813019	4.27379384254974	0	4.27379384254974	0.0394736842105263
1	153662423	1.75458132641038e-06	5.75582649704521	5.68799065133063	0	5.68799065133063	0.00727272727272732
1	156171234	0.000120496267369104	3.91902640608587	3.6866945729573	0	3.6866945729573	0.0946564885496184
1	168733424	4.42262105380979e-05	4.35432027096044	4.02006820581169	0	4.02006820581169	0.0591836734693878
1	195937560	0.000134594279054512	3.87097339945721	3.69452403022764	0	3.69452403022764	0.0946564885496184
